matter_id,practice_area,partner,associate,client_id,client_type,office,open_date,close_date,status,duration_days,actual_hours,recorded_hours,recording_rate,hourly_rate,potential_fees_bwp,billed_fees_bwp,disbursements_bwp,outstanding_bwp,leakage_bwp,satisfaction,year
MLA-0608,Regulatory & Compliance,Partner_Mmolawa,Associate_12,CLT-072,SME,Gaborone,2020-01-29,2020-06-18,On Hold,141,37.8,27.5,0.727,2600,98264.0,71426.0,5251.0,0.0,26838.0,,2020
MLA-0609,Litigation,Partner_Setlhabi,Associate_08,CLT-026,Government / Parastatal,Gaborone,2021-07-11,2022-01-08,Completed,181,198.6,136.3,0.686,2800,556178.0,381766.0,25834.0,95441.0,174412.0,,2021
MLA-0610,Property & Conveyancing,Partner_Gaobuse,Associate_11,CLT-039,Government / Parastatal,Maun,2022-04-26,2022-06-23,Completed,58,26.7,21.5,0.805,1800,48036.0,38689.0,3504.0,38689.0,9347.0,2.9,2022
MLA-0611,Property & Conveyancing,Partner_Gaobuse,Associate_14,CLT-007,Government / Parastatal,Francistown,2018-10-13,2018-12-07,Active,55,34.4,33.4,0.972,1800,61836.0,60121.0,10346.0,0.0,1715.0,,2018
MLA-0612,Commercial Law,Partner_Molao,Associate_04,CLT-024,Large Corporate,Gaborone,2023-11-11,2024-01-08,Completed,58,97.5,85.6,0.878,3200,311939.0,273838.0,18796.0,0.0,38101.0,3.5,2023
MLA-0613,Commercial Law,Partner_Setlhabi,Associate_03,CLT-019,Government / Parastatal,Gaborone,2020-03-26,2020-06-10,Completed,76,106.5,78.7,0.739,3200,340771.0,251933.0,45042.0,0.0,88838.0,,2020
MLA-0614,Employment Law,Partner_Mmolawa,Associate_19,CLT-055,Financial Institution,Gaborone,2022-06-28,2022-09-03,Completed,67,88.2,62.4,0.707,2200,194137.0,137318.0,23827.0,137318.0,56819.0,3.7,2022
MLA-0615,Commercial Law,Partner_Molao,Associate_04,CLT-009,Government / Parastatal,Gaborone,2023-07-30,2023-09-06,Active,38,112.7,86.2,0.765,3200,360783.0,275976.0,14865.0,68994.0,84807.0,,2023
MLA-0616,Mining & Resources,Partner_Thapelo,Associate_01,CLT-116,SME,Francistown,2022-04-17,2022-08-11,Completed,116,76.7,64.0,0.834,3800,291625.0,243264.0,21738.0,0.0,48360.0,,2022
MLA-0617,Employment Law,Partner_Mmolawa,Associate_16,CLT-087,Mining Company,Gaborone,2020-04-07,2020-06-08,Completed,62,79.3,54.9,0.693,2200,174470.0,120855.0,13974.0,0.0,53616.0,,2020
MLA-0618,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-119,High-Net-Worth Individual,Gaborone,2019-05-03,2019-06-17,Completed,45,53.1,44.2,0.833,1800,95527.0,79548.0,7869.0,0.0,15979.0,3.5,2019
MLA-0619,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-039,Government / Parastatal,Maun,2019-07-05,2019-10-18,Completed,105,43.1,35.1,0.813,1800,77603.0,63114.0,9424.0,0.0,14488.0,4.8,2019
MLA-0620,Property & Conveyancing,Partner_Gaobuse,Associate_16,CLT-037,Financial Institution,Francistown,2019-10-03,2019-12-24,Completed,82,39.8,34.5,0.866,1800,71716.0,62129.0,7102.0,62129.0,9587.0,,2019
MLA-0621,Litigation,Partner_Gaobuse,Associate_02,CLT-001,Financial Institution,Francistown,2018-07-04,2019-08-17,Completed,409,169.0,129.0,0.763,2800,473295.0,361123.0,56061.0,0.0,112172.0,,2018
MLA-0622,Employment Law,Partner_Mmolawa,Associate_14,CLT-016,Large Corporate,Francistown,2022-01-03,2022-02-25,Completed,53,44.4,32.0,0.72,2200,97657.0,70351.0,5751.0,0.0,27306.0,3.5,2022
MLA-0623,Commercial Law,Partner_Molao,Associate_10,CLT-004,Government / Parastatal,Gaborone,2019-11-27,2020-02-08,Completed,73,79.9,56.7,0.709,3200,255798.0,181413.0,19941.0,90707.0,74385.0,4.0,2019
MLA-0624,Regulatory & Compliance,Partner_Gaobuse,Associate_01,CLT-072,SME,Gaborone,2024-08-05,2025-01-13,Completed,161,86.7,63.7,0.734,2600,225506.0,165538.0,20551.0,0.0,59969.0,4.1,2024
MLA-0625,Property & Conveyancing,Partner_Gaobuse,Associate_07,CLT-014,Government / Parastatal,Francistown,2023-08-22,2023-10-14,Completed,53,16.8,16.0,0.95,1800,30261.0,28733.0,2059.0,0.0,1527.0,,2023
MLA-0626,Commercial Law,Partner_Molao,Associate_03,CLT-095,High-Net-Worth Individual,Gaborone,2024-01-04,2024-01-26,Completed,22,63.7,48.4,0.761,3200,203759.0,154962.0,13738.0,0.0,48797.0,,2024
MLA-0627,Employment Law,Partner_Thapelo,Associate_04,CLT-055,Financial Institution,Gaborone,2021-01-24,2021-04-10,Active,76,53.4,37.2,0.697,2200,117498.0,81915.0,9157.0,0.0,35584.0,,2021
MLA-0628,Mining & Resources,Partner_Thapelo,Associate_10,CLT-041,High-Net-Worth Individual,Francistown,2021-05-13,2022-05-23,Completed,375,305.9,241.8,0.79,3800,1162578.0,918892.0,69845.0,0.0,243685.0,,2021
MLA-0629,Property & Conveyancing,Partner_Setlhabi,Associate_01,CLT-061,Large Corporate,Gaborone,2023-10-16,2024-01-02,Completed,78,18.0,15.6,0.868,1800,32333.0,28073.0,2181.0,28073.0,4261.0,,2023
MLA-0630,Property & Conveyancing,Partner_Thapelo,Associate_20,CLT-097,Financial Institution,Gaborone,2022-11-12,2023-01-06,Completed,55,40.0,36.7,0.918,1800,71939.0,66064.0,3817.0,0.0,5875.0,3.6,2022
MLA-0631,Litigation,Partner_Setlhabi,Associate_10,CLT-096,Government / Parastatal,Francistown,2022-08-08,2023-02-28,Active,204,93.0,68.3,0.734,2800,260365.0,191209.0,11162.0,0.0,69156.0,,2022
MLA-0632,Litigation,Partner_Setlhabi,Associate_09,CLT-070,High-Net-Worth Individual,Gaborone,2020-08-25,2021-10-19,Completed,420,193.3,146.1,0.756,2800,541376.0,409196.0,30669.0,0.0,132181.0,,2020
MLA-0633,Property & Conveyancing,Partner_Gaobuse,Associate_14,CLT-028,Large Corporate,Gaborone,2018-06-01,2018-07-18,Completed,47,43.1,33.8,0.783,1800,77623.0,60790.0,3270.0,15197.0,16833.0,2.6,2018
MLA-0634,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-115,SME,Francistown,2023-06-14,2023-07-01,Completed,17,29.4,27.7,0.942,1800,52885.0,49794.0,8293.0,0.0,3091.0,3.6,2023
MLA-0635,Commercial Law,Partner_Gaobuse,Associate_03,CLT-024,Large Corporate,Gaborone,2019-07-30,2019-11-02,Completed,95,80.6,63.9,0.792,3200,257948.0,204408.0,23514.0,0.0,53540.0,,2019
MLA-0636,Property & Conveyancing,Partner_Thapelo,Associate_09,CLT-040,Mining Company,Maun,2019-01-05,2019-02-28,Completed,54,12.4,9.2,0.741,1800,22269.0,16495.0,2555.0,0.0,5774.0,3.1,2019
MLA-0637,Litigation,Partner_Setlhabi,Associate_08,CLT-110,Government / Parastatal,Gaborone,2020-06-11,2020-06-25,Completed,14,82.7,57.2,0.691,2800,231487.0,160072.0,28187.0,0.0,71416.0,3.5,2020
MLA-0638,Property & Conveyancing,Partner_Gaobuse,Associate_12,CLT-072,SME,Gaborone,2019-04-08,2019-07-14,Completed,97,45.4,36.9,0.814,1800,81663.0,66506.0,9228.0,66506.0,15156.0,,2019
MLA-0639,Regulatory & Compliance,Partner_Gaobuse,Associate_16,CLT-075,SME,Maun,2021-06-16,2021-10-12,On Hold,118,54.6,40.1,0.734,2600,141963.0,104166.0,13412.0,26041.0,37797.0,,2021
MLA-0640,Employment Law,Partner_Setlhabi,Associate_09,CLT-049,SME,Francistown,2021-06-20,2021-08-07,Completed,48,64.0,52.1,0.813,2200,140853.0,114539.0,19175.0,28635.0,26314.0,4.0,2021
MLA-0641,Litigation,Partner_Setlhabi,Associate_01,CLT-106,Government / Parastatal,Gaborone,2022-05-29,2023-05-21,Active,357,177.5,157.0,0.884,2800,497106.0,439525.0,39168.0,219762.0,57581.0,,2022
MLA-0642,Mining & Resources,Partner_Thapelo,Associate_06,CLT-107,Government / Parastatal,Gaborone,2025-01-30,,Active,60,193.0,146.8,0.761,3800,733359.0,558000.0,86820.0,0.0,175359.0,,2025
MLA-0643,Mining & Resources,Partner_Thapelo,Associate_03,CLT-092,Financial Institution,Maun,2023-07-07,2024-01-23,Completed,200,138.5,110.9,0.8,3800,526457.0,421233.0,67124.0,105308.0,105224.0,,2023
MLA-0644,Mining & Resources,Partner_Gaobuse,Associate_17,CLT-003,Mining Company,Gaborone,2022-09-20,2023-12-11,Active,447,184.1,164.3,0.892,3800,699757.0,624447.0,91114.0,0.0,75309.0,,2022
MLA-0645,Commercial Law,Partner_Molao,Associate_06,CLT-061,Large Corporate,Gaborone,2019-07-12,2019-09-11,Completed,61,112.2,79.1,0.705,3200,358973.0,253009.0,22700.0,0.0,105965.0,4.5,2019
MLA-0646,Litigation,Partner_Setlhabi,Associate_05,CLT-096,Government / Parastatal,Francistown,2022-08-08,2023-04-02,Completed,237,126.7,107.8,0.851,2800,354802.0,301933.0,33873.0,75483.0,52869.0,3.3,2022
MLA-0647,Employment Law,Partner_Gaobuse,Associate_07,CLT-003,Mining Company,Gaborone,2022-02-14,2022-07-04,Active,140,8.3,6.5,0.778,2200,18333.0,14257.0,2464.0,7129.0,4076.0,,2022
MLA-0648,Litigation,Partner_Thapelo,Associate_20,CLT-061,Large Corporate,Gaborone,2018-12-31,2019-07-31,Completed,212,176.1,163.5,0.928,2800,493095.0,457791.0,64624.0,0.0,35304.0,3.8,2018
MLA-0649,Property & Conveyancing,Partner_Gaobuse,Associate_03,CLT-114,Government / Parastatal,Francistown,2019-11-28,2019-12-19,Completed,21,33.1,32.6,0.987,1800,59501.0,58704.0,8419.0,0.0,797.0,,2019
MLA-0650,Property & Conveyancing,Partner_Gaobuse,Associate_04,CLT-008,Large Corporate,Francistown,2020-04-12,2020-06-28,Active,77,22.8,17.8,0.78,1800,41068.0,32033.0,4859.0,0.0,9034.0,,2020
MLA-0651,Property & Conveyancing,Partner_Gaobuse,Associate_07,CLT-057,Large Corporate,Gaborone,2021-03-05,2021-05-09,Completed,65,15.7,14.6,0.926,1800,28274.0,26193.0,1924.0,6548.0,2081.0,2.5,2021
MLA-0652,Regulatory & Compliance,Partner_Setlhabi,Associate_20,CLT-033,Large Corporate,Gaborone,2020-10-14,2021-02-09,Completed,118,75.6,56.5,0.747,2600,196589.0,146839.0,16088.0,0.0,49751.0,2.4,2020
MLA-0653,Litigation,Partner_Setlhabi,Associate_07,CLT-075,SME,Maun,2022-09-30,2023-03-18,Completed,169,197.1,165.0,0.837,2800,551802.0,461904.0,28816.0,0.0,89899.0,3.2,2022
MLA-0654,Litigation,Partner_Thapelo,Associate_20,CLT-074,SME,Gaborone,2018-07-06,2019-06-21,Completed,350,149.8,102.1,0.681,2800,419518.0,285846.0,28448.0,285846.0,133672.0,,2018
MLA-0655,Commercial Law,Partner_Molao,Associate_19,CLT-006,Large Corporate,Gaborone,2019-11-27,2020-02-27,Active,92,54.8,45.8,0.837,3200,175294.0,146719.0,24080.0,0.0,28575.0,,2019
MLA-0656,Litigation,Partner_Setlhabi,Associate_05,CLT-009,Government / Parastatal,Gaborone,2021-07-07,2022-05-09,Completed,306,161.0,107.4,0.667,2800,450834.0,300645.0,49101.0,75161.0,150189.0,,2021
MLA-0657,Regulatory & Compliance,Partner_Gaobuse,Associate_09,CLT-059,SME,Gaborone,2020-12-16,2021-04-28,Completed,133,69.0,60.0,0.869,2600,179437.0,155954.0,11143.0,38989.0,23482.0,2.8,2020
MLA-0658,Regulatory & Compliance,Partner_Thapelo,Associate_15,CLT-002,Large Corporate,Francistown,2019-09-01,2019-11-08,Completed,68,67.0,46.5,0.694,2600,174095.0,120807.0,13426.0,0.0,53288.0,1.5,2019
MLA-0659,Commercial Law,Partner_Mmolawa,Associate_02,CLT-031,Large Corporate,Gaborone,2024-04-16,2024-08-16,Completed,122,98.0,72.3,0.738,3200,313560.0,231262.0,36992.0,115631.0,82298.0,1.8,2024
MLA-0660,Commercial Law,Partner_Setlhabi,Associate_06,CLT-080,Large Corporate,Gaborone,2021-01-22,2021-05-14,Completed,112,55.0,43.7,0.795,3200,175874.0,139742.0,10846.0,139742.0,36132.0,5.0,2021
MLA-0661,Mining & Resources,Partner_Thapelo,Associate_03,CLT-008,Large Corporate,Francistown,2023-08-03,2024-03-02,Active,212,201.5,171.8,0.853,3800,765531.0,652701.0,34838.0,163175.0,112830.0,,2023
MLA-0662,Employment Law,Partner_Mmolawa,Associate_19,CLT-109,High-Net-Worth Individual,Gaborone,2019-03-11,2019-07-12,Completed,123,51.5,42.2,0.82,2200,113254.0,92852.0,5621.0,23213.0,20402.0,,2019
MLA-0663,Property & Conveyancing,Partner_Thapelo,Associate_01,CLT-013,SME,Gaborone,2018-06-29,2018-07-29,On Hold,30,21.7,18.4,0.847,1800,39005.0,33050.0,3049.0,8263.0,5955.0,,2018
MLA-0664,Employment Law,Partner_Thapelo,Associate_05,CLT-007,Government / Parastatal,Francistown,2018-07-19,2018-09-06,Completed,49,45.7,40.4,0.884,2200,100556.0,88931.0,13674.0,22233.0,11625.0,3.9,2018
MLA-0665,Employment Law,Partner_Mmolawa,Associate_09,CLT-006,Large Corporate,Gaborone,2022-06-22,2022-09-20,Active,90,86.3,55.6,0.645,2200,189805.0,122400.0,8713.0,30600.0,67405.0,,2022
MLA-0666,Litigation,Partner_Setlhabi,Associate_04,CLT-010,Mining Company,Gaborone,2022-11-06,2023-06-05,Active,211,127.6,106.8,0.837,2800,357377.0,299135.0,50101.0,0.0,58242.0,,2022
MLA-0667,Litigation,Partner_Setlhabi,Associate_12,CLT-043,Mining Company,Maun,2023-06-29,2024-05-18,Completed,324,63.4,48.5,0.766,2800,177530.0,135913.0,11539.0,0.0,41617.0,3.7,2023
MLA-0668,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-030,Government / Parastatal,Maun,2022-10-11,2023-02-21,Completed,133,26.2,19.8,0.753,1800,47216.0,35572.0,6279.0,8893.0,11645.0,,2022
MLA-0669,Employment Law,Partner_Thapelo,Associate_17,CLT-003,Mining Company,Gaborone,2023-04-02,2023-05-27,Active,55,60.8,48.1,0.792,2200,133652.0,105789.0,11858.0,0.0,27863.0,,2023
MLA-0670,Commercial Law,Partner_Setlhabi,Associate_17,CLT-029,Mining Company,Francistown,2024-05-17,2024-09-25,Completed,131,72.3,48.3,0.668,3200,231411.0,154522.0,8632.0,0.0,76888.0,3.6,2024
MLA-0671,Commercial Law,Partner_Molao,Associate_19,CLT-091,SME,Gaborone,2021-12-26,2022-04-28,Completed,123,42.2,32.6,0.771,3200,135076.0,104182.0,12028.0,0.0,30894.0,,2021
MLA-0672,Commercial Law,Partner_Molao,Associate_13,CLT-002,Large Corporate,Francistown,2022-09-01,2023-02-05,Completed,157,65.1,60.9,0.935,3200,208393.0,194944.0,24629.0,0.0,13449.0,,2022
MLA-0673,Employment Law,Partner_Mmolawa,Associate_06,CLT-007,Government / Parastatal,Francistown,2018-11-17,2019-01-21,Completed,65,75.8,60.5,0.799,2200,166740.0,133193.0,21752.0,0.0,33547.0,4.7,2018
MLA-0674,Commercial Law,Partner_Molao,Associate_06,CLT-065,Mining Company,Gaborone,2023-02-28,2023-06-28,Active,120,87.0,77.2,0.887,3200,278460.0,246893.0,43343.0,0.0,31567.0,,2023
MLA-0675,Property & Conveyancing,Partner_Gaobuse,Associate_20,CLT-018,Government / Parastatal,Gaborone,2022-06-06,2022-07-14,Completed,38,32.8,31.0,0.948,1800,58951.0,55866.0,3775.0,0.0,3085.0,,2022
MLA-0676,Employment Law,Partner_Mmolawa,Associate_01,CLT-007,Government / Parastatal,Francistown,2019-08-18,2019-12-08,Completed,112,42.6,33.1,0.776,2200,93746.0,72750.0,9558.0,18188.0,20995.0,3.6,2019
MLA-0677,Litigation,Partner_Setlhabi,Associate_16,CLT-028,Large Corporate,Gaborone,2019-04-23,2019-09-18,Completed,148,120.2,83.8,0.697,2800,336619.0,234577.0,33155.0,234577.0,102042.0,3.8,2019
MLA-0678,Mining & Resources,Partner_Thapelo,Associate_07,CLT-010,Mining Company,Gaborone,2022-05-24,2022-11-11,Completed,171,344.4,238.6,0.693,3800,1308632.0,906862.0,119663.0,226716.0,401769.0,,2022
MLA-0679,Mining & Resources,Partner_Thapelo,Associate_20,CLT-077,SME,Francistown,2021-04-06,2022-07-19,Completed,469,201.7,139.1,0.689,3800,766442.0,528416.0,61685.0,132104.0,238027.0,,2021
MLA-0680,Regulatory & Compliance,Partner_Mmolawa,Associate_08,CLT-075,SME,Maun,2023-12-04,2024-04-23,Completed,141,63.2,39.7,0.628,2600,164289.0,103248.0,12588.0,0.0,61042.0,,2023
MLA-0681,Regulatory & Compliance,Partner_Molao,Associate_16,CLT-060,Large Corporate,Gaborone,2021-11-21,2022-04-10,Completed,140,40.8,33.6,0.822,2600,106159.0,87301.0,6196.0,21825.0,18858.0,3.7,2021
MLA-0682,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-106,Government / Parastatal,Gaborone,2021-10-21,2022-01-15,Active,86,37.7,36.9,0.98,1800,67788.0,66408.0,9495.0,0.0,1381.0,,2021
MLA-0683,Regulatory & Compliance,Partner_Mmolawa,Associate_14,CLT-094,Large Corporate,Francistown,2022-01-15,2022-06-11,Completed,147,123.9,100.4,0.81,2600,322173.0,261043.0,41712.0,0.0,61130.0,4.0,2022
MLA-0684,Employment Law,Partner_Mmolawa,Associate_05,CLT-006,Large Corporate,Gaborone,2019-10-03,2019-12-10,Completed,68,58.7,45.0,0.766,2200,129232.0,98959.0,10299.0,98959.0,30273.0,4.0,2019
MLA-0685,Commercial Law,Partner_Molao,Associate_01,CLT-018,Government / Parastatal,Gaborone,2020-12-04,2021-03-10,Completed,96,76.2,60.8,0.798,3200,243878.0,194678.0,30688.0,97339.0,49200.0,4.7,2020
MLA-0686,Commercial Law,Partner_Molao,Associate_20,CLT-008,Large Corporate,Francistown,2024-04-20,2024-08-29,Completed,131,55.1,42.0,0.763,3200,176177.0,134452.0,12671.0,0.0,41726.0,4.7,2024
MLA-0687,Regulatory & Compliance,Partner_Gaobuse,Associate_05,CLT-097,Financial Institution,Gaborone,2023-10-13,2023-11-05,Completed,23,62.3,55.6,0.893,2600,162016.0,144676.0,8182.0,72338.0,17340.0,,2023
MLA-0688,Regulatory & Compliance,Partner_Molao,Associate_04,CLT-086,Financial Institution,Gaborone,2024-11-02,,Active,149,51.2,46.6,0.91,2600,133047.0,121138.0,20976.0,30285.0,11909.0,,2024
MLA-0689,Commercial Law,Partner_Molao,Associate_04,CLT-100,High-Net-Worth Individual,Gaborone,2022-01-21,2022-03-16,Completed,54,84.3,62.9,0.745,3200,269823.0,201141.0,21602.0,0.0,68682.0,,2022
MLA-0690,Commercial Law,Partner_Molao,Associate_11,CLT-092,Financial Institution,Maun,2019-05-19,2019-09-16,Completed,120,70.0,64.9,0.928,3200,223945.0,207828.0,21624.0,51957.0,16118.0,4.2,2019
MLA-0691,Mining & Resources,Partner_Thapelo,Associate_17,CLT-006,Large Corporate,Gaborone,2020-12-25,2021-09-06,Completed,255,183.3,142.0,0.775,3800,696444.0,539724.0,52290.0,134931.0,156720.0,3.5,2020
MLA-0692,Mining & Resources,Partner_Thapelo,Associate_08,CLT-005,Large Corporate,Gaborone,2022-10-23,2024-02-28,Completed,493,135.4,106.4,0.785,3800,514639.0,404207.0,44316.0,202104.0,110432.0,,2022
MLA-0693,Litigation,Partner_Setlhabi,Associate_05,CLT-084,Large Corporate,Gaborone,2023-10-21,2024-10-11,Completed,356,124.2,110.3,0.888,2800,347778.0,308874.0,28084.0,308874.0,38904.0,4.9,2023
MLA-0694,Commercial Law,Partner_Setlhabi,Associate_19,CLT-002,Large Corporate,Francistown,2023-10-31,2024-01-13,Completed,74,114.7,102.7,0.895,3200,367039.0,328601.0,54269.0,82150.0,38438.0,,2023
MLA-0695,Employment Law,Partner_Mmolawa,Associate_12,CLT-001,Financial Institution,Francistown,2021-02-19,2021-05-09,Completed,79,62.8,52.4,0.835,2200,138098.0,115263.0,7964.0,0.0,22835.0,,2021
MLA-0696,Regulatory & Compliance,Partner_Thapelo,Associate_20,CLT-065,Mining Company,Gaborone,2021-11-15,2022-03-30,Completed,135,44.4,40.3,0.906,2600,115546.0,104726.0,10743.0,0.0,10820.0,3.0,2021
MLA-0697,Commercial Law,Partner_Molao,Associate_05,CLT-044,SME,Gaborone,2024-01-25,2024-04-07,Completed,73,120.3,93.7,0.779,3200,385067.0,299951.0,36514.0,0.0,85116.0,,2024
MLA-0698,Commercial Law,Partner_Molao,Associate_18,CLT-055,Financial Institution,Gaborone,2020-09-15,2020-12-24,Completed,100,91.0,84.0,0.924,3200,291150.0,268938.0,28227.0,0.0,22212.0,,2020
MLA-0699,Mining & Resources,Partner_Thapelo,Associate_17,CLT-017,SME,Francistown,2018-07-15,2019-07-20,Active,370,181.9,158.8,0.873,3800,691131.0,603304.0,65359.0,0.0,87827.0,,2018
MLA-0700,Commercial Law,Partner_Molao,Associate_08,CLT-089,Government / Parastatal,Gaborone,2024-07-10,2024-11-08,Active,121,70.9,60.5,0.853,3200,226789.0,193523.0,25469.0,0.0,33266.0,,2024
MLA-0701,Property & Conveyancing,Partner_Gaobuse,Associate_10,CLT-067,Large Corporate,Gaborone,2024-06-04,2024-08-04,Completed,61,14.8,13.5,0.912,1800,26657.0,24300.0,2857.0,0.0,2357.0,4.8,2024
MLA-0702,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-004,Government / Parastatal,Gaborone,2022-10-10,2022-11-21,Completed,42,18.2,17.4,0.954,1800,32754.0,31253.0,1815.0,15626.0,1501.0,3.8,2022
MLA-0703,Property & Conveyancing,Partner_Gaobuse,Associate_17,CLT-025,Large Corporate,Francistown,2024-04-08,2024-06-13,Completed,66,29.8,25.9,0.87,1800,53568.0,46586.0,3926.0,0.0,6981.0,3.7,2024
MLA-0704,Property & Conveyancing,Partner_Mmolawa,Associate_14,CLT-092,Financial Institution,Maun,2019-08-15,2019-10-18,Completed,64,34.2,25.4,0.742,1800,61596.0,45726.0,5007.0,45726.0,15870.0,3.8,2019
MLA-0705,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-036,Large Corporate,Francistown,2019-10-05,2019-12-18,Completed,74,25.6,25.3,0.986,1800,46144.0,45486.0,7903.0,0.0,658.0,4.7,2019
MLA-0706,Commercial Law,Partner_Molao,Associate_02,CLT-044,SME,Gaborone,2019-04-28,2019-06-21,On Hold,54,81.1,65.0,0.802,3200,259373.0,208035.0,18603.0,0.0,51338.0,,2019
MLA-0707,Mining & Resources,Partner_Thapelo,Associate_19,CLT-028,Large Corporate,Gaborone,2021-06-03,2022-03-15,Completed,285,277.5,251.6,0.907,3800,1054483.0,956110.0,149618.0,0.0,98373.0,2.3,2021
MLA-0708,Litigation,Partner_Mmolawa,Associate_16,CLT-052,Government / Parastatal,Maun,2024-05-06,2024-11-10,Completed,188,181.5,132.5,0.73,2800,508266.0,370961.0,36744.0,92740.0,137305.0,,2024
MLA-0709,Commercial Law,Partner_Molao,Associate_15,CLT-082,Financial Institution,Maun,2023-01-14,2023-04-25,Completed,101,82.3,61.2,0.743,3200,263381.0,195780.0,12062.0,0.0,67602.0,,2023
MLA-0710,Litigation,Partner_Gaobuse,Associate_18,CLT-002,Large Corporate,Francistown,2022-12-20,2024-01-24,Completed,400,149.3,138.7,0.929,2800,418137.0,388409.0,63145.0,97102.0,29728.0,3.1,2022
MLA-0711,Mining & Resources,Partner_Thapelo,Associate_18,CLT-064,Government / Parastatal,Gaborone,2024-04-10,2025-01-03,On Hold,268,235.9,165.5,0.702,3800,896486.0,629077.0,75765.0,157269.0,267409.0,,2024
MLA-0712,Regulatory & Compliance,Partner_Thapelo,Associate_07,CLT-081,Financial Institution,Maun,2023-08-21,2024-01-17,Completed,149,81.8,74.3,0.909,2600,212701.0,193281.0,33187.0,0.0,19419.0,3.1,2023
MLA-0713,Mining & Resources,Partner_Thapelo,Associate_19,CLT-032,Large Corporate,Gaborone,2023-12-26,2024-08-17,Completed,235,276.0,230.4,0.835,3800,1048871.0,875543.0,48897.0,437772.0,173328.0,4.4,2023
MLA-0714,Property & Conveyancing,Partner_Gaobuse,Associate_17,CLT-011,Large Corporate,Gaborone,2020-11-19,2021-02-28,On Hold,101,31.6,23.8,0.753,1800,56879.0,42821.0,5157.0,0.0,14058.0,,2020
MLA-0715,Commercial Law,Partner_Setlhabi,Associate_10,CLT-113,Government / Parastatal,Francistown,2019-11-25,2020-02-10,On Hold,77,78.4,52.5,0.67,3200,250726.0,168110.0,12371.0,42027.0,82616.0,,2019
MLA-0716,Litigation,Partner_Setlhabi,Associate_05,CLT-027,SME,Gaborone,2021-08-20,2022-03-18,Active,210,139.0,100.0,0.719,2800,389336.0,280108.0,46760.0,0.0,109227.0,,2021
MLA-0717,Litigation,Partner_Setlhabi,Associate_08,CLT-039,Government / Parastatal,Maun,2023-08-29,2023-11-21,Completed,84,179.2,134.5,0.751,2800,501752.0,376676.0,21803.0,0.0,125076.0,3.1,2023
MLA-0718,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-107,Government / Parastatal,Gaborone,2018-03-18,2018-06-06,On Hold,80,17.5,14.1,0.801,1800,31564.0,25298.0,3485.0,0.0,6266.0,,2018
MLA-0719,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-026,Government / Parastatal,Gaborone,2018-12-10,2019-02-04,Completed,56,44.8,42.9,0.959,1800,80575.0,77274.0,11728.0,0.0,3301.0,3.3,2018
MLA-0720,Commercial Law,Partner_Molao,Associate_14,CLT-114,Government / Parastatal,Francistown,2024-03-23,2024-08-01,Completed,131,87.1,71.7,0.823,3200,278669.0,229417.0,25329.0,57354.0,49252.0,3.2,2024
MLA-0721,Regulatory & Compliance,Partner_Molao,Associate_02,CLT-110,Government / Parastatal,Gaborone,2023-05-30,2023-11-12,Completed,166,70.4,54.7,0.776,2600,183100.0,142113.0,19668.0,142113.0,40986.0,,2023
MLA-0722,Commercial Law,Partner_Gaobuse,Associate_02,CLT-006,Large Corporate,Gaborone,2023-12-28,2024-05-01,Completed,125,99.9,88.1,0.882,3200,319704.0,281890.0,28581.0,0.0,37814.0,4.1,2023
MLA-0723,Property & Conveyancing,Partner_Gaobuse,Associate_14,CLT-007,Government / Parastatal,Francistown,2023-08-30,2023-11-12,Completed,74,5.0,4.9,0.989,1800,9000.0,8904.0,1235.0,0.0,96.0,2.9,2023
MLA-0724,Mining & Resources,Partner_Thapelo,Associate_08,CLT-066,Mining Company,Gaborone,2021-08-10,2022-08-06,Completed,361,71.9,55.1,0.767,3800,273052.0,209462.0,26798.0,0.0,63589.0,,2021
MLA-0725,Employment Law,Partner_Mmolawa,Associate_16,CLT-001,Financial Institution,Francistown,2018-02-09,2018-04-25,Completed,75,81.4,63.6,0.781,2200,179174.0,140009.0,23295.0,35002.0,39165.0,,2018
MLA-0726,Property & Conveyancing,Partner_Molao,Associate_18,CLT-001,Financial Institution,Francistown,2022-12-29,2023-03-13,Completed,74,37.3,32.9,0.881,1800,67209.0,59243.0,9222.0,14811.0,7966.0,4.7,2022
MLA-0727,Commercial Law,Partner_Molao,Associate_04,CLT-035,Financial Institution,Francistown,2020-03-01,2020-06-25,Completed,116,133.8,109.9,0.821,3200,428125.0,351648.0,18487.0,0.0,76477.0,,2020
MLA-0728,Litigation,Partner_Setlhabi,Associate_20,CLT-061,Large Corporate,Gaborone,2020-06-24,2020-09-18,Completed,86,143.7,102.5,0.714,2800,402349.0,287128.0,27906.0,0.0,115222.0,,2020
