property_id,city,suburb,property_type,transaction_type,agent,bedrooms,bathrooms,floor_area_sqm,plot_size_sqm,age_years,has_pool,has_garage,is_gated_community,true_market_value,listed_price,sale_price,monthly_rent_bwp,rental_yield_pct,pricing_error_pct,commission_earned_bwp,commission_lost_bwp,listing_date,closed_date,days_on_market,viewings_count,referral_source,client_satisfaction,deal_status
PPG-00365,Francistown,Monarch,Retail Space,Rental,Agent_Tshepho,0,0,250,1189,27,0,1,0,7559999.999999999,44100.0,44100.0,44100.0,7.0,0.0,44100.0,0.0,2024-08-17,2024-09-30,44,7,Referral,4.3,Closed
PPG-00366,Gaborone,Phase 2,Plot,Sale,Agent_Tshepho,0,0,0,1941,30,0,0,1,321000.0,320000.0,313000.0,0.0,0.0,-0.31,15650.0,50.0,2025-03-11,,112,14,Walk-in,4.1,Active
PPG-00367,Francistown,Gerald Estate,Townhouse,Sale,Agent_Neo,5,4,76,533,29,1,1,1,187000.0,188000.0,188000.0,0.0,0.0,0.53,9400.0,0.0,2024-07-10,2024-09-09,61,6,Referral,4.2,Closed
PPG-00368,Maun,Matlapana,Plot,Sale,Agent_Neo,0,0,0,311,25,0,0,1,101000.0,101000.0,102000.0,0.0,0.0,0.0,5100.0,0.0,2025-01-04,,179,19,Agent Network,,Active
PPG-00369,Gaborone,Phakalane,Apartment,Sale,Agent_Kabo,2,1,87,728,30,0,0,0,296000.0,282000.0,279000.0,0.0,0.0,-4.73,13950.0,700.0,2024-06-19,2024-08-04,46,7,Agent Network,4.7,Closed
PPG-00370,Maun,Matlapana,Apartment,Rental,Agent_Lesego,1,1,401,316,6,0,0,0,1954285.714285714,11400.0,11400.0,11400.0,7.0,0.0,11400.0,0.0,2025-03-01,2025-04-04,34,7,Cold Call,5.0,Closed
PPG-00371,Gaborone,Riverwalk,Plot,Sale,Agent_Tshepho,0,0,0,774,3,0,0,0,413000.0,413000.0,413000.0,0.0,0.0,0.0,20650.0,0.0,2024-11-19,2025-04-16,148,16,Walk-in,3.8,Closed
PPG-00372,Francistown,Monarch,Plot,Sale,Agent_Neo,0,0,0,1218,27,0,0,1,172000.0,172000.0,172000.0,0.0,0.0,0.0,8600.0,0.0,2024-07-15,2024-11-19,127,15,Online Listing,,Closed
PPG-00373,Gaborone,Block 9,Commercial Office,Rental,Agent_Gomolemo,0,0,194,900,24,0,0,0,7765714.2857142845,45300.0,45300.0,45300.0,7.0,0.0,45300.0,0.0,2025-01-03,2025-02-05,33,7,Referral,,Closed
PPG-00374,Maun,Sedie Ward,House,Rental,Agent_Boago,2,1,237,708,10,0,1,0,4268571.428571428,24900.0,24900.0,24900.0,7.0,0.0,24900.0,0.0,2024-11-06,2024-11-24,18,5,Referral,,Closed
PPG-00375,Gaborone,Block 9,Townhouse,Sale,Agent_Lesego,2,1,575,365,4,0,1,1,1992000.0,2049000.0,1991000.0,0.0,0.0,2.86,99550.0,0.0,2024-04-16,2024-05-05,19,4,Agent Network,4.5,Closed
PPG-00376,Gaborone,Tlokweng,Retail Space,Sale,Agent_Neo,0,0,579,515,10,0,0,0,5961000.0,6064000.0,5743000.0,0.0,0.0,1.73,287150.0,0.0,2024-05-21,2024-06-28,38,6,Referral,4.5,Closed
PPG-00377,Gaborone,Broadhurst,Retail Space,Rental,Agent_Gomolemo,0,0,409,887,32,0,1,1,6102857.142857143,35600.0,35600.0,35600.0,7.0,0.0,35600.0,0.0,2025-02-28,2025-03-26,26,3,Referral,4.1,Closed
PPG-00378,Gaborone,Mogoditshane,Retail Space,Rental,Agent_Tshepho,0,0,479,1239,33,0,0,1,2228571.428571428,13000.0,13000.0,13000.0,7.0,0.0,13000.0,0.0,2024-05-29,2024-06-01,3,1,Cold Call,,Closed
PPG-00379,Francistown,Tati Siding,Retail Space,Rental,Agent_Mpho,0,0,122,1105,2,0,0,0,7165714.285714285,41800.0,41800.0,41800.0,7.0,0.0,41800.0,0.0,2024-02-29,2024-04-12,43,6,Cold Call,4.8,Closed
PPG-00380,Maun,Sedie Ward,Retail Space,Rental,Agent_Lesego,0,0,412,316,17,0,0,0,2879999.9999999995,16800.0,16800.0,16800.0,7.0,0.0,16800.0,0.0,2025-02-17,2025-03-20,31,7,Referral,4.2,Closed
PPG-00381,Francistown,Gerald Estate,Retail Space,Rental,Agent_Gomolemo,0,0,262,917,5,0,1,1,6154285.714285714,35900.0,35900.0,35900.0,7.0,0.0,35900.0,0.0,2024-05-09,2024-06-14,36,5,Cold Call,,Closed
PPG-00382,Maun,Sedie Ward,Townhouse,Rental,Agent_Neo,2,1,83,357,34,0,1,0,2571428.5714285714,15000.0,15000.0,15000.0,7.0,0.0,15000.0,0.0,2024-04-23,2024-04-29,6,2,Online Listing,3.7,Closed
PPG-00383,Gaborone,Tlokweng,Plot,Sale,Agent_Lesego,0,0,0,1228,21,0,0,0,244000.0,254000.0,234000.0,0.0,0.0,4.1,11700.0,0.0,2024-05-23,2024-09-03,103,15,Cold Call,,Closed
PPG-00384,Francistown,Somerset,Retail Space,Rental,Agent_Gomolemo,0,0,525,500,9,0,0,0,2519999.9999999995,14700.0,14700.0,14700.0,7.0,0.0,14700.0,0.0,2024-03-04,2024-04-03,30,6,Referral,,Closed
PPG-00385,Gaborone,Block 9,Warehouse,Rental,Agent_Neo,0,0,591,1895,25,0,0,0,9977142.857142856,58200.0,58200.0,58200.0,7.0,0.0,58200.0,0.0,2025-03-26,2025-04-29,34,4,Agent Network,,Closed
PPG-00386,Gaborone,Riverwalk,Warehouse,Sale,Agent_Tshepho,0,0,585,1383,7,0,0,0,8175000.0,7988000.0,7850000.0,0.0,0.0,-2.29,392500.0,9350.0,2024-06-05,2024-07-12,37,5,Online Listing,3.6,Closed
PPG-00387,Francistown,Monarch,Retail Space,Sale,Agent_Mpho,0,0,491,399,19,0,0,1,4733000.0,4424000.0,4747000.0,0.0,0.0,-6.53,237350.0,15450.0,2025-01-21,,217,22,Cold Call,4.0,Active
PPG-00388,Francistown,Tati Siding,Warehouse,Sale,Agent_Tshepho,0,0,393,482,26,0,1,0,5046000.0,4979000.0,4966000.0,0.0,0.0,-1.33,248300.0,3350.0,2024-11-12,2025-04-11,150,20,Walk-in,3.4,Closed
PPG-00389,Maun,Sedie Ward,Commercial Office,Sale,Agent_Gomolemo,0,0,594,687,30,0,1,1,6191000.0,6230000.0,5856000.0,0.0,0.0,0.63,292800.0,0.0,2024-11-24,2025-03-13,109,10,Cold Call,4.9,Closed
PPG-00390,Francistown,Tati Siding,Apartment,Sale,Agent_Tshepho,5,4,384,1082,16,0,0,1,711000.0,722000.0,671000.0,0.0,0.0,1.55,33550.0,0.0,2024-11-29,2025-01-21,53,10,Walk-in,,Closed
PPG-00391,Francistown,Monarch,Townhouse,Rental,Agent_Mpho,3,2,324,1069,7,1,1,0,1645714.2857142854,9600.0,9600.0,9600.0,7.0,0.0,9600.0,0.0,2025-05-31,2025-06-27,27,4,Walk-in,,Closed
PPG-00392,Francistown,Tati Siding,House,Sale,Agent_Tshepho,4,3,299,338,17,0,0,1,868000.0,865000.0,825000.0,0.0,0.0,-0.35,41250.0,150.0,2024-06-21,2024-08-29,69,9,Cold Call,4.1,Closed
PPG-00393,Gaborone,Phakalane,Retail Space,Rental,Agent_Tshepho,0,0,231,301,3,0,0,0,5434285.714285714,31700.0,31700.0,31700.0,7.0,0.0,31700.0,0.0,2025-01-24,2025-02-18,25,6,Referral,3.6,Closed
PPG-00394,Gaborone,Extension 14,Commercial Office,Rental,Agent_Kabo,0,0,151,1109,7,0,0,0,10268571.428571427,59900.0,59900.0,59900.0,7.0,0.0,59900.0,0.0,2025-03-18,2025-04-03,16,5,Cold Call,3.6,Closed
PPG-00395,Maun,Boseja,Warehouse,Rental,Agent_Lesego,0,0,339,803,20,0,1,0,9600000.0,56000.0,56000.0,56000.0,7.0,0.0,56000.0,0.0,2024-01-17,2024-01-28,11,5,Walk-in,4.8,Closed
PPG-00396,Maun,Matlapana,Plot,Sale,Agent_Neo,0,0,0,1861,25,0,0,0,137000.0,137000.0,137000.0,0.0,0.0,0.0,6850.0,0.0,2024-03-20,2024-08-11,144,19,Walk-in,3.2,Closed
PPG-00397,Francistown,Gerald Estate,Plot,Sale,Agent_Mpho,0,0,0,555,29,0,0,1,150000.0,151000.0,148000.0,0.0,0.0,0.67,7400.0,0.0,2024-08-14,2024-10-19,66,8,Agent Network,,Closed
PPG-00398,Francistown,Somerset,House,Rental,Agent_Mpho,1,1,344,1465,32,0,0,0,3017142.857142857,17600.0,17600.0,17600.0,7.0,0.0,17600.0,0.0,2024-06-28,2024-07-05,7,1,Cold Call,3.3,Closed
PPG-00399,Maun,Matlapana,Commercial Office,Rental,Agent_Boago,0,0,256,1688,1,0,0,0,6685714.285714285,39000.0,39000.0,39000.0,7.0,0.0,39000.0,0.0,2024-09-15,2024-10-23,38,3,Agent Network,4.3,Closed
PPG-00400,Maun,Matlapana,Retail Space,Rental,Agent_Lesego,0,0,476,861,7,0,0,0,4097142.857142857,23900.0,23900.0,23900.0,7.0,0.0,23900.0,0.0,2024-02-14,2024-03-02,17,3,Walk-in,4.1,Closed
PPG-00401,Francistown,Monarch,Plot,Sale,Agent_Mpho,0,0,0,467,1,0,0,0,170000.0,170000.0,170000.0,0.0,0.0,0.0,8500.0,0.0,2025-03-09,2025-04-04,26,3,Referral,,Closed
PPG-00402,Francistown,Monarch,Warehouse,Sale,Agent_Boago,0,0,88,1282,27,0,0,0,1126000.0,1054000.0,1121000.0,0.0,0.0,-6.39,56050.0,3600.0,2024-03-15,2024-11-21,251,30,Walk-in,3.2,Closed
PPG-00403,Gaborone,Phakalane,Plot,Sale,Agent_Lesego,0,0,0,1902,8,0,0,1,455000.0,452000.0,440000.0,0.0,0.0,-0.66,22000.0,150.0,2025-02-24,2025-05-01,66,11,Cold Call,3.9,Closed
PPG-00404,Francistown,Tati Siding,Commercial Office,Sale,Agent_Neo,0,0,407,1633,1,0,1,1,5134000.0,4780000.0,4918000.0,0.0,0.0,-6.9,245900.0,17700.0,2025-03-07,,212,22,Agent Network,,Active
PPG-00405,Gaborone,Phakalane,Apartment,Rental,Agent_Lesego,5,4,426,937,34,0,0,0,1080000.0,6300.0,6300.0,6300.0,7.0,0.0,6300.0,0.0,2024-11-12,2024-12-23,41,6,Online Listing,3.0,Closed
PPG-00406,Maun,Sedie Ward,Warehouse,Sale,Agent_Mpho,0,0,303,1338,35,0,0,0,3459000.0,3559000.0,3397000.0,0.0,0.0,2.89,169850.0,0.0,2024-12-05,2025-05-09,155,17,Cold Call,3.8,Closed
PPG-00407,Gaborone,Tlokweng,Plot,Sale,Agent_Gomolemo,0,0,0,1315,14,0,0,0,254000.0,260000.0,245000.0,0.0,0.0,2.36,12250.0,0.0,2025-02-13,2025-04-08,54,7,Walk-in,,Closed
PPG-00408,Francistown,Monarch,Commercial Office,Sale,Agent_Kabo,0,0,357,1201,12,0,0,0,3944000.0,4125000.0,3775000.0,0.0,0.0,4.59,188750.0,0.0,2024-07-19,2024-07-31,12,3,Referral,3.0,Closed
PPG-00409,Maun,Matlapana,Plot,Sale,Agent_Boago,0,0,0,993,13,0,0,1,115000.0,118000.0,109000.0,0.0,0.0,2.61,5450.0,0.0,2024-05-27,2024-07-06,40,5,Referral,4.4,Closed
PPG-00410,Francistown,Tati Siding,Warehouse,Sale,Agent_Mpho,0,0,253,1396,18,0,0,1,3314000.0,3396000.0,3224000.0,0.0,0.0,2.47,161200.0,0.0,2024-03-07,2024-04-25,49,7,Cold Call,4.3,Closed
PPG-00411,Maun,Boseja,Plot,Sale,Agent_Neo,0,0,0,666,20,0,0,0,121000.0,121000.0,121000.0,0.0,0.0,0.0,6050.0,0.0,2025-05-09,,133,15,Agent Network,4.3,Active
PPG-00412,Maun,Sedie Ward,House,Sale,Agent_Mpho,2,1,522,780,25,1,1,1,911000.0,866000.0,859000.0,0.0,0.0,-4.94,42950.0,2250.0,2024-12-10,2025-04-05,116,14,Agent Network,3.7,Closed
PPG-00413,Francistown,Gerald Estate,Townhouse,Sale,Agent_Tshepho,2,1,512,778,16,0,1,1,1205000.0,1236000.0,1150000.0,0.0,0.0,2.57,57500.0,0.0,2024-07-20,2025-01-15,179,19,Online Listing,4.6,Closed
PPG-00414,Maun,Boseja,Apartment,Sale,Agent_Boago,5,4,327,317,19,0,0,1,420000.0,421000.0,423000.0,0.0,0.0,0.24,21150.0,0.0,2025-02-11,2025-04-17,65,11,Referral,3.9,Closed
PPG-00415,Maun,Sedie Ward,Retail Space,Rental,Agent_Neo,0,0,532,997,5,0,1,1,6411428.571428571,37400.0,37400.0,37400.0,7.0,0.0,37400.0,0.0,2025-03-03,2025-03-19,16,4,Agent Network,3.1,Closed
PPG-00416,Gaborone,Mogoditshane,Townhouse,Sale,Agent_Boago,4,3,423,995,14,0,0,0,1271000.0,1204000.0,1224000.0,0.0,0.0,-5.27,61200.0,3350.0,2025-02-04,2025-06-21,137,13,Agent Network,3.4,Closed
PPG-00417,Gaborone,Block 9,Commercial Office,Rental,Agent_Tshepho,0,0,155,651,6,0,0,1,8948571.428571427,52200.0,52200.0,52200.0,7.0,0.0,52200.0,0.0,2025-05-15,2025-05-19,4,1,Referral,,Closed
PPG-00418,Francistown,Gerald Estate,Apartment,Rental,Agent_Mpho,5,4,131,1231,3,0,0,1,874285.7142857142,5100.0,5100.0,5100.0,7.0,0.0,5100.0,0.0,2024-11-30,2024-12-29,29,3,Agent Network,3.3,Closed
PPG-00419,Francistown,Tati Siding,Warehouse,Rental,Agent_Kabo,0,0,271,566,13,0,1,0,10268571.428571427,59900.0,59900.0,59900.0,7.0,0.0,59900.0,0.0,2024-06-11,2024-07-22,41,6,Cold Call,4.0,Closed
PPG-00420,Maun,Boseja,Townhouse,Sale,Agent_Mpho,2,1,516,431,25,0,1,1,698000.0,681000.0,697000.0,0.0,0.0,-2.44,34850.0,850.0,2024-10-31,2025-02-15,107,11,Cold Call,3.4,Closed
PPG-00421,Maun,Sedie Ward,Plot,Sale,Agent_Tshepho,0,0,0,1649,11,0,0,0,106000.0,106000.0,106000.0,0.0,0.0,0.0,5300.0,0.0,2024-02-14,2024-04-22,68,8,Referral,4.1,Closed
PPG-00422,Maun,Matlapana,Warehouse,Sale,Agent_Boago,0,0,565,1142,35,0,1,1,7551000.0,7060000.0,7436000.0,0.0,0.0,-6.5,371800.0,24550.0,2025-04-17,,146,15,Agent Network,3.0,Active
PPG-00423,Gaborone,Mogoditshane,Townhouse,Rental,Agent_Boago,4,3,532,439,5,0,1,0,1457142.857142857,8500.0,8500.0,8500.0,7.0,0.0,8500.0,0.0,2024-10-12,2024-10-25,13,1,Referral,3.4,Closed
PPG-00424,Gaborone,Extension 14,Warehouse,Sale,Agent_Tshepho,0,0,139,1675,0,0,0,1,2239000.0,2201000.0,2205000.0,0.0,0.0,-1.7,110250.0,1900.0,2024-04-15,2024-07-30,106,13,Online Listing,,Closed
PPG-00425,Gaborone,Phakalane,Retail Space,Sale,Agent_Tshepho,0,0,315,1067,15,0,1,1,2879000.0,2804000.0,2840000.0,0.0,0.0,-2.61,142000.0,3750.0,2024-06-20,2024-07-08,18,5,Agent Network,,Closed
PPG-00426,Francistown,Gerald Estate,Commercial Office,Sale,Agent_Boago,0,0,272,1409,25,0,0,1,2673000.0,2621000.0,2665000.0,0.0,0.0,-1.95,133250.0,2600.0,2025-01-12,2025-01-30,18,2,Walk-in,4.5,Closed
PPG-00427,Francistown,Monarch,Warehouse,Sale,Agent_Neo,0,0,317,494,20,0,0,0,4382000.0,4564000.0,4267000.0,0.0,0.0,4.15,213350.0,0.0,2024-12-09,2024-12-20,11,5,Cold Call,4.0,Closed
PPG-00428,Maun,Matlapana,Commercial Office,Sale,Agent_Neo,0,0,298,343,7,0,1,0,3808000.0,3520000.0,3826000.0,0.0,0.0,-7.56,191300.0,14400.0,2025-03-30,,116,16,Online Listing,3.1,Active
PPG-00429,Francistown,Gerald Estate,Retail Space,Sale,Agent_Kabo,0,0,399,1001,15,0,1,1,4208000.0,4410000.0,4141000.0,0.0,0.0,4.8,207050.0,0.0,2024-03-07,2024-07-17,132,14,Walk-in,,Closed
PPG-00430,Gaborone,Broadhurst,Apartment,Sale,Agent_Kabo,5,4,269,783,32,0,0,1,774000.0,722000.0,762000.0,0.0,0.0,-6.72,38100.0,2600.0,2024-10-05,2025-03-16,162,19,Online Listing,3.9,Closed
PPG-00431,Francistown,Tati Siding,Retail Space,Rental,Agent_Mpho,0,0,80,1860,24,0,1,1,7182857.142857142,41900.0,41900.0,41900.0,7.0,0.0,41900.0,0.0,2024-11-03,2024-12-14,41,5,Cold Call,3.4,Closed
PPG-00432,Francistown,Tati Siding,Townhouse,Rental,Agent_Tshepho,4,3,552,447,21,1,1,1,1559999.9999999998,9100.0,9100.0,9100.0,7.0,0.0,9100.0,0.0,2024-01-14,2024-02-18,35,6,Online Listing,3.8,Closed
PPG-00433,Francistown,Gerald Estate,Plot,Sale,Agent_Tshepho,0,0,0,1612,4,0,0,0,182000.0,182000.0,182000.0,0.0,0.0,0.0,9100.0,0.0,2024-05-07,2024-08-20,105,11,Cold Call,,Closed
PPG-00434,Francistown,Gerald Estate,Retail Space,Rental,Agent_Gomolemo,0,0,581,1752,31,0,0,1,2382857.1428571427,13900.0,13900.0,13900.0,7.0,0.0,13900.0,0.0,2025-01-29,2025-02-28,30,4,Referral,4.8,Closed
PPG-00435,Francistown,Monarch,Warehouse,Sale,Agent_Boago,0,0,327,1539,29,0,0,1,3971000.0,4004000.0,3929000.0,0.0,0.0,0.83,196450.0,0.0,2024-03-23,2024-08-09,139,16,Referral,,Closed
PPG-00436,Francistown,Gerald Estate,Warehouse,Rental,Agent_Lesego,0,0,375,1803,26,0,0,0,12377142.857142856,72200.0,72200.0,72200.0,7.0,0.0,72200.0,0.0,2024-04-21,2024-06-03,43,6,Cold Call,3.5,Closed
PPG-00437,Gaborone,CBD,Warehouse,Sale,Agent_Lesego,0,0,232,1971,31,0,1,1,3081000.0,3153000.0,2935000.0,0.0,0.0,2.34,146750.0,0.0,2024-04-22,2024-08-22,122,13,Cold Call,,Closed
PPG-00438,Gaborone,Mogoditshane,Retail Space,Sale,Agent_Gomolemo,0,0,325,1137,28,0,0,0,2804000.0,2799000.0,2768000.0,0.0,0.0,-0.18,138400.0,250.0,2024-04-13,2024-04-22,9,2,Walk-in,3.0,Closed
PPG-00439,Maun,Matlapana,House,Sale,Agent_Mpho,4,3,592,1859,17,0,1,1,1432000.0,1470000.0,1352000.0,0.0,0.0,2.65,67600.0,0.0,2024-12-30,2025-03-31,91,9,Walk-in,4.4,Closed
PPG-00440,Maun,Matlapana,House,Sale,Agent_Neo,5,4,346,1732,15,0,0,0,862000.0,888000.0,813000.0,0.0,0.0,3.02,40650.0,0.0,2024-11-29,2025-05-28,180,19,Agent Network,3.8,Closed
PPG-00441,Maun,Matlapana,Townhouse,Rental,Agent_Tshepho,1,1,454,901,12,0,0,0,2674285.714285714,15600.0,15600.0,15600.0,7.0,0.0,15600.0,0.0,2025-05-31,2025-06-05,5,3,Referral,3.6,Closed
PPG-00442,Maun,Sedie Ward,Retail Space,Sale,Agent_Tshepho,0,0,516,536,30,0,0,1,4046000.0,4030000.0,4059000.0,0.0,0.0,-0.4,202950.0,800.0,2024-10-14,2024-12-16,63,11,Online Listing,4.8,Closed
PPG-00443,Gaborone,Mogoditshane,Commercial Office,Rental,Agent_Boago,0,0,152,1929,21,0,0,0,8485714.285714285,49500.0,49500.0,49500.0,7.0,0.0,49500.0,0.0,2024-03-07,2024-04-20,44,7,Online Listing,4.5,Closed
PPG-00444,Maun,Boseja,Warehouse,Rental,Agent_Boago,0,0,298,757,16,0,1,1,4337142.857142856,25300.0,25300.0,25300.0,7.0,0.0,25300.0,0.0,2024-07-11,2024-07-21,10,3,Cold Call,,Closed
PPG-00445,Francistown,Tati Siding,Commercial Office,Sale,Agent_Boago,0,0,378,426,34,0,1,1,3746000.0,3727000.0,3524000.0,0.0,0.0,-0.51,176200.0,950.0,2025-04-16,,87,10,Referral,4.0,Active
PPG-00446,Francistown,Somerset,Commercial Office,Sale,Agent_Lesego,0,0,95,1526,20,0,1,0,975000.0,973000.0,983000.0,0.0,0.0,-0.21,49150.0,100.0,2024-12-07,2025-01-22,46,9,Referral,3.5,Closed
PPG-00447,Maun,Matlapana,Retail Space,Sale,Agent_Gomolemo,0,0,559,1789,25,0,1,0,5206000.0,5161000.0,4920000.0,0.0,0.0,-0.86,246000.0,2250.0,2024-10-16,2025-01-03,79,12,Referral,3.8,Closed
PPG-00448,Gaborone,Block 9,Retail Space,Sale,Agent_Gomolemo,0,0,371,1237,10,0,0,0,3574000.0,3676000.0,3385000.0,0.0,0.0,2.85,169250.0,0.0,2024-05-31,2024-09-11,103,15,Agent Network,4.9,Closed
PPG-00449,Gaborone,Block 9,Plot,Sale,Agent_Mpho,0,0,0,540,32,0,0,0,221000.0,220000.0,223000.0,0.0,0.0,-0.45,11150.0,50.0,2025-01-19,,178,20,Walk-in,4.3,Active
PPG-00450,Francistown,Tati Siding,Townhouse,Sale,Agent_Kabo,1,1,144,549,31,0,0,1,199000.0,209000.0,197000.0,0.0,0.0,5.03,9850.0,0.0,2024-11-01,2025-04-03,153,15,Referral,4.4,Closed
PPG-00451,Maun,Matlapana,Plot,Sale,Agent_Gomolemo,0,0,0,1106,35,0,0,0,102000.0,104000.0,97000.0,0.0,0.0,1.96,4850.0,0.0,2024-04-30,2024-06-22,53,10,Cold Call,,Closed
PPG-00452,Maun,Boseja,Retail Space,Sale,Agent_Lesego,0,0,100,563,13,0,0,1,931000.0,896000.0,918000.0,0.0,0.0,-3.76,45900.0,1750.0,2024-09-11,2024-12-03,83,12,Walk-in,3.6,Closed
PPG-00453,Maun,Boseja,Apartment,Rental,Agent_Neo,3,2,595,1021,34,0,0,0,1919999.9999999998,11200.0,11200.0,11200.0,7.0,0.0,11200.0,0.0,2024-02-15,2024-03-04,18,2,Walk-in,,Closed
PPG-00454,Gaborone,Mogoditshane,Commercial Office,Sale,Agent_Neo,0,0,427,868,8,0,0,0,5036000.0,5294000.0,4784000.0,0.0,0.0,5.12,239200.0,0.0,2024-07-27,2024-08-21,25,7,Online Listing,3.4,Closed
PPG-00455,Francistown,Somerset,Plot,Sale,Agent_Gomolemo,0,0,0,947,27,0,0,1,169000.0,163000.0,170000.0,0.0,0.0,-3.55,8500.0,300.0,2024-10-06,2024-11-19,44,6,Referral,,Closed
PPG-00456,Francistown,Somerset,Plot,Sale,Agent_Kabo,0,0,0,659,33,0,0,0,142000.0,145000.0,142000.0,0.0,0.0,2.11,7100.0,0.0,2024-06-23,2024-09-19,88,9,Agent Network,4.5,Closed
PPG-00457,Maun,Sedie Ward,Commercial Office,Rental,Agent_Gomolemo,0,0,548,1513,8,0,1,0,8074285.714285714,47100.0,47100.0,47100.0,7.0,0.0,47100.0,0.0,2024-05-09,2024-05-21,12,5,Agent Network,3.1,Closed
PPG-00458,Maun,Sedie Ward,Townhouse,Sale,Agent_Boago,5,4,488,1747,29,1,0,0,745000.0,718000.0,750000.0,0.0,0.0,-3.62,37500.0,1350.0,2025-02-20,2025-05-18,87,13,Walk-in,,Closed
PPG-00459,Maun,Matlapana,House,Sale,Agent_Mpho,1,1,352,1434,31,0,1,0,583000.0,546000.0,549000.0,0.0,0.0,-6.35,27450.0,1850.0,2024-07-13,2024-07-26,13,6,Cold Call,5.0,Closed
PPG-00460,Maun,Sedie Ward,Warehouse,Sale,Agent_Neo,0,0,519,645,33,0,0,1,6278000.0,5821000.0,6200000.0,0.0,0.0,-7.28,310000.0,22850.0,2024-04-30,2024-08-19,111,13,Online Listing,,Closed
PPG-00461,Maun,Sedie Ward,Commercial Office,Sale,Agent_Tshepho,0,0,372,1616,32,0,0,1,3571000.0,3596000.0,3579000.0,0.0,0.0,0.7,178950.0,0.0,2024-07-09,2024-10-26,109,10,Online Listing,,Closed
PPG-00462,Francistown,Somerset,House,Sale,Agent_Neo,4,3,186,1298,0,1,0,1,760000.0,697000.0,723000.0,0.0,0.0,-8.29,36150.0,3150.0,2024-12-28,2025-05-19,142,14,Referral,,Closed
PPG-00463,Gaborone,Mogoditshane,Plot,Sale,Agent_Tshepho,0,0,0,364,10,0,0,0,240000.0,240000.0,240000.0,0.0,0.0,0.0,12000.0,0.0,2024-09-29,2024-11-05,37,6,Agent Network,4.6,Closed
PPG-00464,Maun,Matlapana,Townhouse,Rental,Agent_Gomolemo,5,4,458,569,7,0,0,1,1851428.5714285714,10800.0,10800.0,10800.0,7.0,0.0,10800.0,0.0,2024-01-14,2024-02-01,18,6,Walk-in,3.9,Closed
PPG-00465,Maun,Sedie Ward,House,Rental,Agent_Tshepho,3,2,348,1295,5,0,1,1,2862857.1428571427,16700.0,16700.0,16700.0,7.0,0.0,16700.0,0.0,2024-09-12,2024-10-02,20,4,Walk-in,3.5,Closed
PPG-00466,Francistown,Somerset,Plot,Sale,Agent_Boago,0,0,0,1735,32,0,0,0,139000.0,133000.0,132000.0,0.0,0.0,-4.32,6600.0,300.0,2024-01-19,2024-07-01,164,16,Referral,3.8,Closed
PPG-00467,Maun,Boseja,Warehouse,Sale,Agent_Boago,0,0,287,988,27,0,1,0,3830000.0,3697000.0,3611000.0,0.0,0.0,-3.47,180550.0,6650.0,2024-02-23,2024-08-17,176,18,Online Listing,,Closed
PPG-00468,Francistown,Monarch,Plot,Sale,Agent_Mpho,0,0,0,1306,23,0,0,1,166000.0,166000.0,166000.0,0.0,0.0,0.0,8300.0,0.0,2024-01-14,2024-06-10,148,16,Referral,4.6,Closed
PPG-00469,Maun,Sedie Ward,Commercial Office,Rental,Agent_Neo,0,0,303,1631,17,0,1,1,9411428.57142857,54900.0,54900.0,54900.0,7.0,0.0,54900.0,0.0,2024-05-13,2024-06-25,43,4,Cold Call,,Closed
PPG-00470,Maun,Matlapana,Apartment,Rental,Agent_Boago,1,1,136,1419,21,0,0,1,1594285.714285714,9300.0,9300.0,9300.0,7.0,0.0,9300.0,0.0,2024-07-25,2024-08-31,37,3,Referral,,Closed
PPG-00471,Francistown,Gerald Estate,Retail Space,Rental,Agent_Gomolemo,0,0,434,1218,7,0,0,1,4422857.142857143,25800.0,25800.0,25800.0,7.0,0.0,25800.0,0.0,2025-05-30,2025-06-03,4,4,Referral,,Closed
PPG-00472,Gaborone,Phase 2,House,Sale,Agent_Neo,2,1,467,1313,34,0,0,1,2244000.0,2086000.0,2219000.0,0.0,0.0,-7.04,110950.0,7900.0,2025-04-11,,219,23,Cold Call,3.4,Active
PPG-00473,Maun,Boseja,Commercial Office,Sale,Agent_Kabo,0,0,289,393,34,0,1,1,2736000.0,2819000.0,2674000.0,0.0,0.0,3.03,133700.0,0.0,2024-01-02,2024-06-23,173,22,Online Listing,3.7,Closed
PPG-00474,Gaborone,Extension 14,Townhouse,Sale,Agent_Boago,4,3,361,964,3,0,1,1,1731000.0,1789000.0,1715000.0,0.0,0.0,3.35,85750.0,0.0,2025-01-26,,174,22,Online Listing,4.1,Active
PPG-00475,Francistown,Somerset,Townhouse,Sale,Agent_Lesego,5,4,464,618,28,1,0,1,1247000.0,1208000.0,1229000.0,0.0,0.0,-3.13,61450.0,1950.0,2024-01-22,2024-04-17,86,9,Referral,4.4,Closed
PPG-00476,Gaborone,Tlokweng,Apartment,Rental,Agent_Kabo,2,1,525,1621,25,0,0,1,1662857.1428571427,9700.0,9700.0,9700.0,7.0,0.0,9700.0,0.0,2024-01-13,2024-02-23,41,7,Walk-in,3.2,Closed
PPG-00477,Gaborone,Phakalane,Apartment,Sale,Agent_Mpho,3,2,206,1584,0,0,0,0,902000.0,889000.0,904000.0,0.0,0.0,-1.44,45200.0,650.0,2024-06-16,2024-09-09,85,11,Online Listing,,Closed
